,Unnamed: 0,ISIN,Currency,Exchange,ETF Underlying Index Ticker,Dvd Freq,Code,Type,Name,GICS Sector,GICS Ind Name,Name.1,ExchangeCode,Country
1008,1008,US2910111044,USD,US,#N/A Field Not Applicable,Quarter,EMR,Common Stock,EMERSON ELECTRIC CO,Industrials,Electrical Equipment,EMERSON ELEC CO,US,USA
1009,1009,US29364G1031,USD,US,#N/A Field Not Applicable,Quarter,ETR,Common Stock,ENTERGY CORP,Utilities,Electric Utilities,ENTERGY CORP,US,USA
1010,1010,US26875P1012,USD,US,#N/A Field Not Applicable,Quarter,EOG,Common Stock,EOG RESOURCES INC,Energy,"Oil, Gas & Consumable Fuels",EOG RESOURCES,US,USA
1011,1011,US26884L1098,USD,US,#N/A Field Not Applicable,Irreg,EQT,Common Stock,EQT CORP,Energy,"Oil, Gas & Consumable Fuels",EQT CORP,US,USA
1012,1012,US2944291051,USD,US,#N/A Field Not Applicable,Quarter,EFX,Common Stock,EQUIFAX INC,Industrials,Professional Services,EQUIFAX INC,US,USA
1013,1013,US29444U7000,USD,US,#N/A Field Not Applicable,Quarter,EQIX,REIT,EQUINIX INC,Real Estate,Equity Real Estate Investment,EQUINIX INC,US,USA
1014,1014,US29476L1070,USD,US,#N/A Field Not Applicable,Quarter,EQR,REIT,EQUITY RESIDENTIAL,Real Estate,Equity Real Estate Investment,EQUITY RESIDENTI,US,USA
1015,1015,US2971781057,USD,US,#N/A Field Not Applicable,Quarter,ESS,REIT,ESSEX PROPERTY TRUST INC,Real Estate,Equity Real Estate Investment,ESSEX PROPERTY,US,USA
1016,1016,US5184391044,USD,US,#N/A Field Not Applicable,Quarter,EL,Common Stock,ESTEE LAUDER COMPANIES-CL A,Consumer Staples,Personal Products,ESTEE LAUDER,US,USA
1017,1017,BMG3223R1088,USD,US,#N/A Field Not Applicable,Quarter,RE,Common Stock,EVEREST RE GROUP LTD,Financials,Insurance,EVEREST RE GROUP,US,USA
1018,1018,US30161N1019,USD,US,#N/A Field Not Applicable,Quarter,EXC,Common Stock,EXELON CORP,Utilities,Electric Utilities,EXELON CORP,US,USA
1019,1019,US30212P3038,USD,US,#N/A Field Not Applicable,Irreg,EXPE,Common Stock,EXPEDIA GROUP INC,Consumer Discretionary,"Hotels, Restaurants & Leisure",EXPEDIA GROUP IN,US,USA
1020,1020,US3021301094,USD,US,#N/A Field Not Applicable,Semi-Anl,EXPD,Common Stock,EXPEDITORS INTL WASH INC,Industrials,Air Freight & Logistics,EXPEDITORS INTL,US,USA
1021,1021,US30231G1022,USD,US,#N/A Field Not Applicable,Quarter,XOM,Common Stock,EXXON MOBIL CORP,Energy,"Oil, Gas & Consumable Fuels",EXXON MOBIL CORP,US,USA
1022,1022,US3156161024,USD,US,#N/A Field Not Applicable,None,FFIV,Common Stock,F5 NETWORKS INC,Information Technology,Communications Equipment,F5 NETWORKS,US,USA
1023,1023,US30303M1027,USD,US,#N/A Field Not Applicable,None,FB,Common Stock,FACEBOOK INC-CLASS A,Communication Services,Interactive Media & Services,FACEBOOK INC-A,US,USA
1024,1024,US3119001044,USD,US,#N/A Field Not Applicable,Quarter,FAST,Common Stock,FASTENAL CO,Industrials,Trading Companies & Distributo,FASTENAL CO,US,USA
1025,1025,US3137472060,USD,US,#N/A Field Not Applicable,Quarter,FRT,REIT,FEDERAL REALTY INVS TRUST,Real Estate,Equity Real Estate Investment,FED REALTY INVS,US,USA
1026,1026,US3167731005,USD,US,#N/A Field Not Applicable,Quarter,FITB,Common Stock,FIFTH THIRD BANCORP,Financials,Banks,FIFTH THIRD BANC,US,USA
1027,1027,US3379321074,USD,US,#N/A Field Not Applicable,Quarter,FE,Common Stock,FIRSTENERGY CORP,Utilities,Electric Utilities,FIRSTENERGY CORP,US,USA
1028,1028,US33616C1009,USD,US,#N/A Field Not Applicable,Quarter,FRC,Common Stock,FIRST REPUBLIC BANK/CA,Financials,Banks,FIRST REPUBLIC B,US,USA
1029,1029,US3377381088,USD,US,#N/A Field Not Applicable,None,FISV,Common Stock,FISERV INC,Information Technology,IT Services,FISERV INC,US,USA
1030,1030,US3377381088,USD,US,#N/A Field Not Applicable,None,FISV,Common Stock,FISERV INC,Information Technology,IT Services,FISERV INC,US,USA
1031,1031,US33812L1026,USD,US,#N/A Field Not Applicable,None,FIT,Common Stock,FITBIT INC - A,Information Technology,"Electronic Equipment, Instrume",FITBIT INC - A,US,USA
1032,1032,US3024451011,USD,US,#N/A Field Not Applicable,Quarter,FLIR,Common Stock,FLIR SYSTEMS INC,Information Technology,"Electronic Equipment, Instrume",FLIR SYSTEMS,US,USA
1033,1033,US34354P1057,USD,US,#N/A Field Not Applicable,Quarter,FLS,Common Stock,FLOWSERVE CORP,Industrials,Machinery,FLOWSERVE CORP,US,USA
1034,1034,US3434121022,USD,US,#N/A Field Not Applicable,Irreg,FLR,Common Stock,FLUOR CORP,Industrials,Construction & Engineering,FLUOR CORP,US,USA
1035,1035,US3024913036,USD,US,#N/A Field Not Applicable,Quarter,FMC,Common Stock,FMC CORP,Materials,Chemicals,FMC CORP,US,USA
1036,1036,US3448491049,USD,US,#N/A Field Not Applicable,Quarter,FL,Common Stock,FOOT LOCKER INC,Consumer Discretionary,Specialty Retail,FOOT LOCKER INC,US,USA
1037,1037,US3453708600,USD,US,#N/A Field Not Applicable,Irreg,F,Common Stock,FORD MOTOR CO,Consumer Discretionary,Automobiles,FORD MOTOR CO,US,USA
1038,1038,US35137L1052,USD,US,#N/A Field Not Applicable,Semi-Anl,FOXA,Common Stock,FOX CORP - CLASS A,Communication Services,Media,FOX CORP - A,US,USA
1039,1039,US35137L2043,USD,US,#N/A Field Not Applicable,Semi-Anl,FOX,Common Stock,FOX CORP - CLASS B,Communication Services,Media,FOX CORP - B,US,USA
1040,1040,US3546131018,USD,US,#N/A Field Not Applicable,Quarter,BEN,Common Stock,FRANKLIN RESOURCES INC,Financials,Capital Markets,FRANKLIN RES INC,US,USA
1041,1041,US35671D8570,USD,US,#N/A Field Not Applicable,Quarter,FCX,Common Stock,FREEPORT-MCMORAN INC,Materials,Metals & Mining,FREEPORT-MCMORAN,US,USA
1042,1042,US3647601083,USD,US,#N/A Field Not Applicable,Quarter,GPS,Common Stock,GAP INC/THE,Consumer Discretionary,Specialty Retail,GAP INC/THE,US,USA
1043,1043,US3695501086,USD,US,#N/A Field Not Applicable,Quarter,GD,Common Stock,GENERAL DYNAMICS CORP,Industrials,Aerospace & Defense,GENERAL DYNAMICS,US,USA
1044,1044,US3696041033,USD,US,#N/A Field Not Applicable,Quarter,GE,Common Stock,GENERAL ELECTRIC CO,Industrials,Industrial Conglomerates,GENERAL ELECTRIC,US,USA
1045,1045,US3703341046,USD,US,#N/A Field Not Applicable,Quarter,GIS,Common Stock,GENERAL MILLS INC,Consumer Staples,Food Products,GENERAL MILLS IN,US,USA
1046,1046,US37045V1008,USD,US,#N/A Field Not Applicable,Irreg,GM,Common Stock,GENERAL MOTORS CO,Consumer Discretionary,Automobiles,GENERAL MOTORS C,US,USA
1047,1047,US3724601055,USD,US,#N/A Field Not Applicable,Quarter,GPC,Common Stock,GENUINE PARTS CO,Consumer Discretionary,Distributors,GENUINE PARTS CO,US,USA
1048,1048,US3755581036,USD,US,#N/A Field Not Applicable,Quarter,GILD,Common Stock,GILEAD SCIENCES INC,Health Care,Biotechnology,GILEAD SCIENCES,US,USA
1049,1049,US38141G1040,USD,US,#N/A Field Not Applicable,Quarter,GS,Common Stock,GOLDMAN SACHS GROUP INC,Financials,Capital Markets,GOLDMAN SACHS GP,US,USA
1050,1050,US3825501014,USD,US,#N/A Field Not Applicable,Irreg,GT,Common Stock,GOODYEAR TIRE & RUBBER CO,Consumer Discretionary,Auto Components,GOODYEAR TIRE,US,USA
1051,1051,US38268T1034,USD,US,#N/A Field Not Applicable,None,GPRO,Common Stock,GOPRO INC-CLASS A,Consumer Discretionary,Household Durables,GOPRO INC-CL A,US,USA
1052,1052,US0936711052,USD,US,#N/A Field Not Applicable,Quarter,HRB,Common Stock,H&R BLOCK INC,Consumer Discretionary,Diversified Consumer Services,H&R BLOCK INC,US,USA
1053,1053,US4062161017,USD,US,#N/A Field Not Applicable,Quarter,HAL,Common Stock,HALLIBURTON CO,Energy,Energy Equipment & Services,HALLIBURTON CO,US,USA
1054,1054,US4103451021,USD,US,#N/A Field Not Applicable,Quarter,HBI,Common Stock,HANESBRANDS INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",HANESBRANDS INC,US,USA
1055,1055,US4165151048,USD,US,#N/A Field Not Applicable,Quarter,HIG,Common Stock,HARTFORD FINANCIAL SVCS GRP,Financials,Insurance,HARTFORD FINL SV,US,USA
1056,1056,US4165151048,USD,US,#N/A Field Not Applicable,Quarter,HIG,Common Stock,HARTFORD FINANCIAL SVCS GRP,Financials,Insurance,HARTFORD FINL SV,US,USA
1057,1057,US4180561072,USD,US,#N/A Field Not Applicable,Quarter,HAS,Common Stock,HASBRO INC,Consumer Discretionary,Leisure Products,HASBRO INC,US,USA
1058,1058,US40412C1018,USD,US,#N/A Field Not Applicable,Quarter,HCA,Common Stock,HCA HEALTHCARE INC,Health Care,Health Care Providers & Servic,HCA HEALTHCARE I,US,USA
1059,1059,US4234521015,USD,US,#N/A Field Not Applicable,Quarter,HP,Common Stock,HELMERICH & PAYNE,Energy,Energy Equipment & Services,HELMERICH & PAYN,US,USA
1060,1060,US8064071025,USD,US,#N/A Field Not Applicable,None,HSIC,Common Stock,HENRY SCHEIN INC,Health Care,Health Care Providers & Servic,HENRY SCHEIN INC,US,USA
1061,1061,US4278661081,USD,US,#N/A Field Not Applicable,Quarter,HSY,Common Stock,HERSHEY CO/THE,Consumer Staples,Food Products,HERSHEY CO/THE,US,USA
1062,1062,US42809H1077,USD,US,#N/A Field Not Applicable,Quarter,HES,Common Stock,HESS CORP,Energy,"Oil, Gas & Consumable Fuels",HESS CORP,US,USA
1063,1063,US4370761029,USD,US,#N/A Field Not Applicable,Quarter,HD,Common Stock,HOME DEPOT INC,Consumer Discretionary,Specialty Retail,HOME DEPOT INC,US,USA
1064,1064,US4385161066,USD,US,#N/A Field Not Applicable,Quarter,HON,Common Stock,HONEYWELL INTERNATIONAL INC,Industrials,Industrial Conglomerates,HONEYWELL INTL,US,USA
1065,1065,US4404521001,USD,US,#N/A Field Not Applicable,Quarter,HRL,Common Stock,HORMEL FOODS CORP,Consumer Staples,Food Products,HORMEL FOODS CRP,US,USA
1066,1066,US44107P1049,USD,US,#N/A Field Not Applicable,Irreg,HST,REIT,HOST HOTELS & RESORTS INC,Real Estate,Equity Real Estate Investment,HOST HOTELS & RE,US,USA
1067,1067,US40434L1052,USD,US,#N/A Field Not Applicable,Quarter,HPQ,Common Stock,HP INC,Information Technology,"Technology Hardware, Storage &",HP INC,US,USA
1068,1068,US4448591028,USD,US,#N/A Field Not Applicable,Quarter,HUM,Common Stock,HUMANA INC,Health Care,Health Care Providers & Servic,HUMANA INC,US,USA
1069,1069,US4461501045,USD,US,#N/A Field Not Applicable,Quarter,HBAN,Common Stock,HUNTINGTON BANCSHARES INC,Financials,Banks,HUNTINGTON BANC,US,USA
1070,1070,US4592001014,USD,US,#N/A Field Not Applicable,Quarter,IBM,Common Stock,INTL BUSINESS MACHINES CORP,Information Technology,IT Services,IBM,US,USA
1071,1071,US45167R1041,USD,US,#N/A Field Not Applicable,Quarter,IEX,Common Stock,IDEX CORP,Industrials,Machinery,IDEX CORP,US,USA
1072,1072,US4523081093,USD,US,#N/A Field Not Applicable,Quarter,ITW,Common Stock,ILLINOIS TOOL WORKS,Industrials,Machinery,ILLINOIS TOOL WO,US,USA
1073,1073,US4523271090,USD,US,#N/A Field Not Applicable,None,ILMN,Common Stock,ILLUMINA INC,Health Care,Life Sciences Tools & Services,ILLUMINA INC,US,USA
1074,1074,US45337C1027,USD,US,#N/A Field Not Applicable,None,INCY,Common Stock,INCYTE CORP,Health Care,Biotechnology,INCYTE CORP,US,USA
1075,1075,US4581401001,USD,US,#N/A Field Not Applicable,Quarter,INTC,Common Stock,INTEL CORP,Information Technology,Semiconductors & Semiconductor,INTEL CORP,US,USA
1076,1076,US45866F1049,USD,US,#N/A Field Not Applicable,Quarter,ICE,Common Stock,INTERCONTINENTAL EXCHANGE IN,Financials,Capital Markets,INTERCONTINENTAL,US,USA
1077,1077,US4592001014,USD,US,#N/A Field Not Applicable,Quarter,IBM,Common Stock,INTL BUSINESS MACHINES CORP,Information Technology,IT Services,IBM,US,USA
1078,1078,US4601461035,USD,US,#N/A Field Not Applicable,Quarter,IP,Common Stock,INTERNATIONAL PAPER CO,Materials,Containers & Packaging,INTL PAPER CO,US,USA
1079,1079,US4606901001,USD,US,#N/A Field Not Applicable,Quarter,IPG,Common Stock,INTERPUBLIC GROUP OF COS INC,Communication Services,Media,INTERPUBLIC GRP,US,USA
1080,1080,US4612021034,USD,US,#N/A Field Not Applicable,Quarter,INTU,Common Stock,INTUIT INC,Information Technology,Software,INTUIT INC,US,USA
1081,1081,US46120E6023,USD,US,#N/A Field Not Applicable,None,ISRG,Common Stock,INTUITIVE SURGICAL INC,Health Care,Health Care Equipment & Suppli,INTUITIVE SURGIC,US,USA
1082,1082,US46284V1017,USD,US,#N/A Field Not Applicable,Quarter,IRM,REIT,IRON MOUNTAIN INC,Real Estate,Equity Real Estate Investment,IRON MOUNTAIN,US,USA
1083,1083,US4456581077,USD,US,#N/A Field Not Applicable,Quarter,JBHT,Common Stock,HUNT (JB) TRANSPRT SVCS INC,Industrials,Road & Rail,HUNT (JB) TRANS,US,USA
1084,1084,US8326964058,USD,US,#N/A Field Not Applicable,Quarter,SJM,Common Stock,JM SMUCKER CO/THE,Consumer Staples,Food Products,JM SMUCKER CO,US,USA
1085,1085,US4781601046,USD,US,#N/A Field Not Applicable,Quarter,JNJ,Common Stock,JOHNSON & JOHNSON,Health Care,Pharmaceuticals,JOHNSON&JOHNSON,US,USA
1086,1086,US46625H1005,USD,US,#N/A Field Not Applicable,Quarter,JPM,Common Stock,JPMORGAN CHASE & CO,Financials,Banks,JPMORGAN CHASE,US,USA
1087,1087,US48203R1041,USD,US,#N/A Field Not Applicable,Quarter,JNPR,Common Stock,JUNIPER NETWORKS INC,Information Technology,Communications Equipment,JUNIPER NETWORKS,US,USA
1088,1088,US4851703029,USD,US,#N/A Field Not Applicable,Quarter,KSU,Common Stock,KANSAS CITY SOUTHERN,Industrials,Road & Rail,KANSAS CITY SOUT,US,USA
1089,1089,US4878361082,USD,US,#N/A Field Not Applicable,Quarter,K,Common Stock,KELLOGG CO,Consumer Staples,Food Products,KELLOGG CO,US,USA
1090,1090,US4932671088,USD,US,#N/A Field Not Applicable,Quarter,KEY,Common Stock,KEYCORP,Financials,Banks,KEYCORP,US,USA
1091,1091,US4943681035,USD,US,#N/A Field Not Applicable,Quarter,KMB,Common Stock,KIMBERLY-CLARK CORP,Consumer Staples,Household Products,KIMBERLY-CLARK,US,USA
1092,1092,US49446R1095,USD,US,#N/A Field Not Applicable,Quarter,KIM,REIT,KIMCO REALTY CORP,Real Estate,Equity Real Estate Investment,KIMCO REALTY,US,USA
1093,1093,US49456B1017,USD,US,#N/A Field Not Applicable,Quarter,KMI,Common Stock,KINDER MORGAN INC,Energy,"Oil, Gas & Consumable Fuels",KINDER MORGAN IN,US,USA
1094,1094,US4824801009,USD,US,#N/A Field Not Applicable,Quarter,KLAC,Common Stock,KLA CORP,Information Technology,Semiconductors & Semiconductor,KLA CORP,US,USA
1095,1095,US5002551043,USD,US,#N/A Field Not Applicable,Quarter,KSS,Common Stock,KOHLS CORP,Consumer Discretionary,Multiline Retail,KOHLS CORP,US,USA
1096,1096,US5007541064,USD,US,#N/A Field Not Applicable,Quarter,KHC,Common Stock,KRAFT HEINZ CO/THE,Consumer Staples,Food Products,KRAFT HEINZ CO/T,US,USA
1097,1097,US5010441013,USD,US,#N/A Field Not Applicable,Quarter,KR,Common Stock,KROGER CO,Consumer Staples,Food & Staples Retailing,KROGER CO,US,USA
1098,1098,US5017971046,USD,US,#N/A Field Not Applicable,Quarter,LB,Common Stock,L BRANDS INC,Consumer Discretionary,Specialty Retail,L BRANDS INC,US,USA
1099,1099,US50540R4092,USD,US,#N/A Field Not Applicable,None,LH,Common Stock,LABORATORY CRP OF AMER HLDGS,Health Care,Health Care Providers & Servic,LABORATORY CP,US,USA
1100,1100,US5128071082,USD,US,#N/A Field Not Applicable,Quarter,LRCX,Common Stock,LAM RESEARCH CORP,Information Technology,Semiconductors & Semiconductor,LAM RESEARCH,US,USA
1101,1101,US5246601075,USD,US,#N/A Field Not Applicable,Quarter,LEG,Common Stock,LEGGETT & PLATT INC,Consumer Discretionary,Household Durables,LEGGETT & PLATT,US,USA
1102,1102,US5246601075,USD,US,#N/A Field Not Applicable,Quarter,LEG,Common Stock,LEGGETT & PLATT INC,Consumer Discretionary,Household Durables,LEGGETT & PLATT,US,USA
1103,1103,US5260571048,USD,US,#N/A Field Not Applicable,Quarter,LEN,Common Stock,LENNAR CORP-A,Consumer Discretionary,Household Durables,LENNAR CORP-A,US,USA
1104,1104,GB00B8W67B19,USD,US,#N/A Field Not Applicable,None,LBTYK,Common Stock,LIBERTY GLOBAL PLC- C,Communication Services,Diversified Telecommunication,LIBERTY GLOBAL-C,US,USA
1105,1105,US5341871094,USD,US,#N/A Field Not Applicable,Quarter,LNC,Common Stock,LINCOLN NATIONAL CORP,Financials,Insurance,LINCOLN NATL CRP,US,USA
1106,1106,US5398301094,USD,US,#N/A Field Not Applicable,Quarter,LMT,Common Stock,LOCKHEED MARTIN CORP,Industrials,Aerospace & Defense,LOCKHEED MARTIN,US,USA
1107,1107,US5404241086,USD,US,#N/A Field Not Applicable,Quarter,L,Common Stock,LOEWS CORP,Financials,Insurance,LOEWS CORP,US,USA
1108,1108,US5486611073,USD,US,#N/A Field Not Applicable,Quarter,LOW,Common Stock,LOWE'S COS INC,Consumer Discretionary,Specialty Retail,LOWE'S COS INC,US,USA
1109,1109,US5500211090,USD,US,#N/A Field Not Applicable,None,LULU,Common Stock,LULULEMON ATHLETICA INC,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",LULULEMON ATH,US,USA
1110,1110,US55087P1049,USD,US,#N/A Field Not Applicable,None,LYFT,Common Stock,LYFT INC-A,Industrials,Road & Rail,LYFT INC-A,US,USA
1111,1111,US55261F1049,USD,US,#N/A Field Not Applicable,Quarter,MTB,Common Stock,M & T BANK CORP,Financials,Banks,M&T BANK CORP,US,USA
1112,1112,US5658491064,USD,US,#N/A Field Not Applicable,Quarter,MRO,Common Stock,MARATHON OIL CORP,Energy,"Oil, Gas & Consumable Fuels",MARATHON OIL,US,USA
1113,1113,US56585A1025,USD,US,#N/A Field Not Applicable,Quarter,MPC,Common Stock,MARATHON PETROLEUM CORP,Energy,"Oil, Gas & Consumable Fuels",MARATHON PETROLE,US,USA
1114,1114,US5719032022,USD,US,#N/A Field Not Applicable,Irreg,MAR,Common Stock,MARRIOTT INTERNATIONAL -CL A,Consumer Discretionary,"Hotels, Restaurants & Leisure",MARRIOTT INTL-A,US,USA
1115,1115,US5717481023,USD,US,#N/A Field Not Applicable,Quarter,MMC,Common Stock,MARSH & MCLENNAN COS,Financials,Insurance,MARSH & MCLENNAN,US,USA
1116,1116,US5732841060,USD,US,#N/A Field Not Applicable,Quarter,MLM,Common Stock,MARTIN MARIETTA MATERIALS,Materials,Construction Materials,MARTIN MAR MTLS,US,USA
1117,1117,US5745991068,USD,US,#N/A Field Not Applicable,Quarter,MAS,Common Stock,MASCO CORP,Industrials,Building Products,MASCO CORP,US,USA
1118,1118,US57636Q1040,USD,US,#N/A Field Not Applicable,Quarter,MA,Common Stock,MASTERCARD INC - A,Information Technology,IT Services,MASTERCARD INC-A,US,USA
1119,1119,US5770811025,USD,US,#N/A Field Not Applicable,Irreg,MAT,Common Stock,MATTEL INC,Consumer Discretionary,Leisure Products,MATTEL INC,US,USA
1120,1120,US57772K1016,USD,US,#N/A Field Not Applicable,Irreg,MXIM,Common Stock,MAXIM INTEGRATED PRODUCTS,Information Technology,Semiconductors & Semiconductor,MAXIM INTEGRATED,US,USA
1121,1121,US5797802064,USD,US,#N/A Field Not Applicable,Quarter,MKC,Common Stock,MCCORMICK & CO-NON VTG SHRS,Consumer Staples,Food Products,MCCORMICK-N/V,US,USA
1122,1122,US5801351017,USD,US,#N/A Field Not Applicable,Quarter,MCD,Common Stock,MCDONALD'S CORP,Consumer Discretionary,"Hotels, Restaurants & Leisure",MCDONALDS CORP,US,USA
1123,1123,US58155Q1031,USD,US,#N/A Field Not Applicable,Quarter,MCK,Common Stock,MCKESSON CORP,Health Care,Health Care Providers & Servic,MCKESSON CORP,US,USA
1124,1124,US58933Y1055,USD,US,#N/A Field Not Applicable,Quarter,MRK,Common Stock,MERCK & CO. INC.,Health Care,Pharmaceuticals,MERCK & CO,US,USA
1125,1125,US58933Y1055,USD,US,#N/A Field Not Applicable,Quarter,MRK,Common Stock,MERCK & CO. INC.,Health Care,Pharmaceuticals,MERCK & CO,US,USA
1126,1126,US59156R1086,USD,US,#N/A Field Not Applicable,Quarter,MET,Common Stock,METLIFE INC,Financials,Insurance,METLIFE INC,US,USA
1127,1127,US5950171042,USD,US,#N/A Field Not Applicable,Quarter,MCHP,Common Stock,MICROCHIP TECHNOLOGY INC,Information Technology,Semiconductors & Semiconductor,MICROCHIP TECH,US,USA
1128,1128,US5951121038,USD,US,#N/A Field Not Applicable,Irreg,MU,Common Stock,MICRON TECHNOLOGY INC,Information Technology,Semiconductors & Semiconductor,MICRON TECH,US,USA
1129,1129,US5949181045,USD,US,#N/A Field Not Applicable,Quarter,MSFT,Common Stock,MICROSOFT CORP,Information Technology,Software,MICROSOFT CORP,US,USA
1130,1130,US60770K1079,USD,US,#N/A Field Not Applicable,None,MRNA,Common Stock,MODERNA INC,Health Care,Biotechnology,MODERNA INC,US,USA
1131,1131,US6081901042,USD,US,#N/A Field Not Applicable,None,MHK,Common Stock,MOHAWK INDUSTRIES INC,Consumer Discretionary,Household Durables,MOHAWK INDS,US,USA
1132,1132,US60871R2094,USD,US,#N/A Field Not Applicable,Irreg,TAP,Common Stock,MOLSON COORS BEVERAGE CO - B,Consumer Staples,Beverages,MOLSON COORS-B,US,USA
1133,1133,US6092071058,USD,US,#N/A Field Not Applicable,Quarter,MDLZ,Common Stock,MONDELEZ INTERNATIONAL INC-A,Consumer Staples,Food Products,MONDELEZ INTER-A,US,USA
1134,1134,US61174X1090,USD,US,#N/A Field Not Applicable,None,MNST,Common Stock,MONSTER BEVERAGE CORP,Consumer Staples,Beverages,MONSTER BEVERAGE,US,USA
1135,1135,US6153691059,USD,US,#N/A Field Not Applicable,Quarter,MCO,Common Stock,MOODY'S CORP,Financials,Capital Markets,MOODY'S CORP,US,USA
1136,1136,US6174464486,USD,US,#N/A Field Not Applicable,Quarter,MS,Common Stock,MORGAN STANLEY,Financials,Capital Markets,MORGAN STANLEY,US,USA
1137,1137,US61945C1036,USD,US,#N/A Field Not Applicable,Quarter,MOS,Common Stock,MOSAIC CO/THE,Materials,Chemicals,MOSAIC CO/THE,US,USA
1138,1138,US6200763075,USD,US,#N/A Field Not Applicable,Quarter,MSI,Common Stock,MOTOROLA SOLUTIONS INC,Information Technology,Communications Equipment,MOTOROLA SOLUTIO,US,USA
1139,1139,US6267171022,USD,US,#N/A Field Not Applicable,Quarter,MUR,Common Stock,MURPHY OIL CORP,Energy,"Oil, Gas & Consumable Fuels",MURPHY OIL CORP,US,USA
1140,1140,US6311031081,USD,US,#N/A Field Not Applicable,Quarter,NDAQ,Common Stock,NASDAQ INC,Financials,Capital Markets,NASDAQ INC,US,USA
1141,1141,US64110D1046,USD,US,#N/A Field Not Applicable,Quarter,NTAP,Common Stock,NETAPP INC,Information Technology,"Technology Hardware, Storage &",NETAPP INC,US,USA
1142,1142,US64110L1061,USD,US,#N/A Field Not Applicable,None,NFLX,Common Stock,NETFLIX INC,Communication Services,Entertainment,NETFLIX INC,US,USA
1143,1143,US6512291062,USD,US,#N/A Field Not Applicable,Quarter,NWL,Common Stock,NEWELL BRANDS INC,Consumer Discretionary,Household Durables,NEWELL BRANDS IN,US,USA
1144,1144,US6516391066,USD,US,#N/A Field Not Applicable,Quarter,NEM,Common Stock,NEWMONT CORP,Materials,Metals & Mining,NEWMONT CORP,US,USA
1145,1145,US65249B1098,USD,US,#N/A Field Not Applicable,Semi-Anl,NWSA,Common Stock,NEWS CORP - CLASS A,Communication Services,Media,NEWS CORP-CL A,US,USA
1146,1146,US65339F1012,USD,US,#N/A Field Not Applicable,Quarter,NEE,Common Stock,NEXTERA ENERGY INC,Utilities,Electric Utilities,NEXTERA ENERGY,US,USA
1147,1147,US6541061031,USD,US,#N/A Field Not Applicable,Quarter,NKE,Common Stock,NIKE INC -CL B,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",NIKE INC -CL B,US,USA
1148,1148,US65473P1057,USD,US,#N/A Field Not Applicable,Quarter,NI,Common Stock,NISOURCE INC,Utilities,Multi-Utilities,NISOURCE INC,US,USA
1149,1149,US6550441058,USD,US,#N/A Field Not Applicable,Quarter,NBL,Common Stock,NOBLE ENERGY INC,Energy,"Oil, Gas & Consumable Fuels",NOBLE ENERGY INC,US,USA
1150,1150,US6558441084,USD,US,#N/A Field Not Applicable,Quarter,NSC,Common Stock,NORFOLK SOUTHERN CORP,Industrials,Road & Rail,NORFOLK SOUTHERN,US,USA
1151,1151,US6558441084,USD,US,#N/A Field Not Applicable,Quarter,NSC,Common Stock,NORFOLK SOUTHERN CORP,Industrials,Road & Rail,NORFOLK SOUTHERN,US,USA
1152,1152,US6658591044,USD,US,#N/A Field Not Applicable,Quarter,NTRS,Common Stock,NORTHERN TRUST CORP,Financials,Capital Markets,NORTHERN TRUST,US,USA
1153,1153,US6293775085,USD,US,#N/A Field Not Applicable,Quarter,NRG,Common Stock,NRG ENERGY INC,Utilities,Electric Utilities,NRG ENERGY,US,USA
1154,1154,US6703461052,USD,US,#N/A Field Not Applicable,Quarter,NUE,Common Stock,NUCOR CORP,Materials,Metals & Mining,NUCOR CORP,US,USA
1155,1155,US67066G1040,USD,US,#N/A Field Not Applicable,Quarter,NVDA,Common Stock,NVIDIA CORP,Information Technology,Semiconductors & Semiconductor,NVIDIA CORP,US,USA
1156,1156,US6745991058,USD,US,#N/A Field Not Applicable,Quarter,OXY,Common Stock,OCCIDENTAL PETROLEUM CORP,Energy,"Oil, Gas & Consumable Fuels",OCCIDENTAL PETE,US,USA
1157,1157,US6819191064,USD,US,#N/A Field Not Applicable,Quarter,OMC,Common Stock,OMNICOM GROUP,Communication Services,Media,OMNICOM GROUP,US,USA
1158,1158,US6826801036,USD,US,#N/A Field Not Applicable,Quarter,OKE,Common Stock,ONEOK INC,Energy,"Oil, Gas & Consumable Fuels",ONEOK INC,US,USA
1159,1159,US68389X1054,USD,US,#N/A Field Not Applicable,Quarter,ORCL,Common Stock,ORACLE CORP,Information Technology,Software,ORACLE CORP,US,USA
1160,1160,US67103H1077,USD,US,#N/A Field Not Applicable,None,ORLY,Common Stock,O'REILLY AUTOMOTIVE INC,Consumer Discretionary,Specialty Retail,O'REILLY AUTOMOT,US,USA
1161,1161,US6937181088,USD,US,#N/A Field Not Applicable,Quarter,PCAR,Common Stock,PACCAR INC,Industrials,Machinery,PACCAR INC,US,USA
1162,1162,US7010941042,USD,US,#N/A Field Not Applicable,Quarter,PH,Common Stock,PARKER HANNIFIN CORP,Industrials,Machinery,PARKER HANNIFIN,US,USA
1163,1163,US7043261079,USD,US,#N/A Field Not Applicable,Quarter,PAYX,Common Stock,PAYCHEX INC,Information Technology,IT Services,PAYCHEX INC,US,USA
