,ISIN,Code,Name,Country,Exchange,Currency,Type,ISIN.1,ExchangeCode,logo
888,FR0000120644,DNN,Danone S.A,Italy,MI,EUR,Common Stock,FR0000120644,MI,/img/logos/MI/DNN.png
889,LU1861138961,EMSRI,Amundi Index Solutions - Amundi Index MSCI Emerging Markets SRI UCITS ETF DR C,Italy,MI,EUR,ETF,LU1861138961,MI,
890,IT0003128367,ENEL,Enel SpA,Italy,MI,EUR,Common Stock,IT0003128367,MI,/img/logos/MI/ENEL.png
891,LU1940199711,ESGE,Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Acc,Italy,MI,EUR,ETF,LU1940199711,MI,
892,NL0012059018,EXO,Exor N.V,Italy,MI,EUR,Common Stock,NL0012059018,MI,/img/logos/MI/EXO.PNG
893,IT0000072170,FBK,FinecoBank Banca Fineco S.p.A,Italy,MI,EUR,Common Stock,IT0000072170,MI,/img/logos/MI/FBK.png
894,IT0000062072,G,Assicurazioni Generali S.p.A,Italy,MI,EUR,Common Stock,IT0000062072,MI,/img/logos/MI/G.png
895,FR0000130809,GLE,Société Générale Société anonyme,Italy,MI,EUR,Common Stock,FR0000130809,MI,/img/logos/MI/GLE.png
896,IT0005211237,IG,Italgas S.p.A,Italy,MI,EUR,Common Stock,IT0005211237,MI,/img/logos/MI/IG.png
897,IT0000072618,ISP,Intesa Sanpaolo S.p.A,Italy,MI,EUR,Common Stock,IT0000072618,MI,/img/logos/MI/ISP.png
898,IT0000336518,JUVE,Juventus Football Club S.p.A,Italy,MI,EUR,Common Stock,IT0000336518,MI,/img/logos/MI/JUVE.png
899,IT0003856405,LDO,Leonardo S.p.a,Italy,MI,EUR,Common Stock,IT0003856405,MI,
900,IT0000062957,MB,Mediobanca Banca di Credito Finanziario S.p.A,Italy,MI,EUR,Common Stock,IT0000062957,MI,/img/logos/MI/MB.png
901,IT0004965148,MONC,Moncler S.p.A,Italy,MI,EUR,Common Stock,IT0004965148,MI,/img/logos/MI/MONC.png
902,FI0009000681,NOKIA,Nokia Corporation,Italy,MI,EUR,Common Stock,FI0009000681,MI,/img/logos/MI/NOKIA.png
903,FR0000120321,OR,L'Oréal S.A,Italy,MI,EUR,Common Stock,FR0000120321,MI,/img/logos/MI/OR.png
904,IT0005278236,PIRC,Pirelli & C. S.p.A,Italy,MI,EUR,Common Stock,IT0005278236,MI,/img/logos/MI/PIRC.png
905,IT0003796171,PST,Poste Italiane SpA,Italy,MI,EUR,Common Stock,IT0003796171,MI,/img/logos/MI/PST.png
906,IT0003828271,REC,Recordati Industria Chimica e Farmaceutica S.p.A,Italy,MI,EUR,Common Stock,IT0003828271,MI,/img/logos/MI/REC.png
907,FR0000120578,SANF,Sanofi,Italy,MI,EUR,Common Stock,FR0000120578,MI,/img/logos/MI/SANF.png
908,IT0004712375,SFER,Salvatore Ferragamo S.p.A,Italy,MI,EUR,Common Stock,IT0004712375,MI,/img/logos/MI/SFER.png
909,IT0005252140,SPM,Saipem SpA,Italy,MI,EUR,Common Stock,IT0005252140,MI,/img/logos/MI/SPM.png
910,LU0959211243,SPXH,Lyxor S&P 500 UCITS ETF - Daily Hedged D-EUR,Italy,MI,EUR,ETF,LU0959211243,MI,
911,NL0000226223,STM,STMicroelectronics N.V,Italy,MI,EUR,Common Stock,NL0000226223,MI,/img/logos/MI/STM.png
912,ES0178430E18,TEF,"Telefónica, S.A",Italy,MI,EUR,Common Stock,ES0178430E18,MI,/img/logos/MI/TEF.png
913,IT0003497168,TIT,Telecom Italia S.p.A,Italy,MI,EUR,Common Stock,IT0003497168,MI,/img/logos/MI/TIT.png
914,IT0003242622,TRN,Terna - Rete Elettrica Nazionale Società per Azioni,Italy,MI,EUR,Common Stock,IT0003242622,MI,/img/logos/MI/TRN.png
915,IT0005239360,UCG,UniCredit S.p.A,Italy,MI,EUR,Common Stock,IT0005239360,MI,/img/logos/MI/UCG.png
916,IT0004810054,UNI,Unipol Gruppo S.p.A,Italy,MI,EUR,Common Stock,IT0004810054,MI,
917,IT0004827447,US,UnipolSai Assicurazioni S.p.A,Italy,MI,EUR,Common Stock,IT0004827447,MI,/img/logos/MI/US.png
918,FR0013341781,2CRSI,2CRSI S.A,France,PA,EUR,Common Stock,FR0013341781,PA,/img/logos/PA/2CRSI.png
919,FR0010557264,AB,AB Science S.A,France,PA,EUR,Common Stock,FR0010557264,PA,/img/logos/PA/AB.png
920,FR0004040608,ABCA,ABC arbitrage SA,France,PA,EUR,Common Stock,FR0004040608,PA,/img/logos/PA/ABCA.png
921,FR0000060402,ABIO,Albioma,France,PA,EUR,Common Stock,FR0000060402,PA,/img/logos/PA/ABIO.png
922,FR0012616852,ABNX,ABIONYX Pharma SA,France,PA,EUR,Common Stock,FR0012616852,PA,/img/logos/PA/ABNX.png
923,FR0012333284,ABVX,ABIVAX Société Anonyme,France,PA,EUR,Common Stock,FR0012333284,PA,/img/logos/PA/ABVX.png
924,FR0000120404,AC,Accor SA,France,PA,EUR,Common Stock,FR0000120404,PA,
925,FR0000045072,ACA,Crédit Agricole S.A,France,PA,EUR,Common Stock,FR0000045072,PA,/img/logos/PA/ACA.png
926,FR0011184241,ADOC,Adocia SA,France,PA,EUR,Common Stock,FR0011184241,PA,
927,FR0010340141,ADP,Aeroports de Paris SA,France,PA,EUR,Common Stock,FR0010340141,PA,/img/logos/PA/ADP.png
928,FR0000031122,AF,Air France-KLM SA,France,PA,EUR,Common Stock,FR0000031122,PA,/img/logos/PA/AF.png
929,FR0004180537,AKA,AKKA Technologies SE,France,PA,EUR,Common Stock,FR0004180537,PA,/img/logos/PA/AKA.png
930,FR0010313833,AKE,Arkema S.A,France,PA,EUR,Common Stock,FR0010313833,PA,/img/logos/PA/AKE.png
931,FR0010493510,ALALO,Acheter-Louer.Fr SA,France,PA,EUR,Common Stock,FR0010493510,PA,/img/logos/PA/ALALO.png
932,FR0011005933,ALBIO,Biosynex SA,France,PA,EUR,Common Stock,FR0011005933,PA,
933,FR0012816825,ALBPS,Biophytis SA,France,PA,EUR,Common Stock,FR0012816825,PA,/img/logos/PA/ALBPS.png
934,FR0004172450,ALBUD,MINT Société anonyme,France,PA,EUR,Common Stock,FR0004172450,PA,/img/logos/PA/ALBUD.png
935,FR0010907956,ALCAR,Carmat SA,France,PA,EUR,Common Stock,FR0010907956,PA,
936,FR0011716265,ALCJ,Crossject Société Anonyme,France,PA,EUR,Common Stock,FR0011716265,PA,/img/logos/PA/ALCJ.png
937,FR0010425595,ALCLS,Cellectis S.A,France,PA,EUR,Common Stock,FR0010425595,PA,/img/logos/PA/ALCLS.png
938,FR0011648716,ALCRB,Carbios SAS,France,PA,EUR,Common Stock,FR0011648716,PA,/img/logos/PA/ALCRB.png
939,FR0013505583,ALCYB,Cybergun S.A,France,PA,EUR,Common Stock,FR0013505583,PA,/img/logos/PA/ALCYB.png
940,FR0013258662,ALD,ALD S.A,France,PA,EUR,Common Stock,FR0013258662,PA,/img/logos/PA/ALD.png
941,FR0013066750,ALDBT,DBT SA,France,PA,EUR,Common Stock,FR0013066750,PA,/img/logos/PA/ALDBT.png
942,FR0010879056,ALDEI,Deinove SA,France,PA,EUR,Common Stock,FR0010879056,PA,/img/logos/PA/ALDEI.png
943,FR0011522168,ALDR,Delta Drone SA,France,PA,EUR,Common Stock,FR0011522168,PA,/img/logos/PA/ALDR.png
944,FR0013088606,ALDRV,Drone Volt SA,France,PA,EUR,Common Stock,FR0013088606,PA,/img/logos/PA/ALDRV.png
945,FR0000075343,ALEMG,Euromedis Groupe,France,PA,EUR,Common Stock,FR0000075343,PA,/img/logos/PA/ALEMG.png
946,FR0013240934,ALERS,Eurobio Scientific Société anonyme,France,PA,EUR,Common Stock,FR0013240934,PA,/img/logos/PA/ALERS.png
947,FR0000035818,ALESK,Esker SA,France,PA,EUR,Common Stock,FR0000035818,PA,/img/logos/PA/ALESK.png
948,FR0012419307,ALFOC,Focus Home Interactive Société anonyme,France,PA,EUR,Common Stock,FR0012419307,PA,
949,FR0010485268,ALFPC,Fountaine Pajot SA,France,PA,EUR,Common Stock,FR0010485268,PA,/img/logos/PA/ALFPC.png
950,FR0004053510,ALGEN,genOway Société anonyme,France,PA,EUR,Common Stock,FR0004053510,PA,/img/logos/PA/ALGEN.png
951,FR0004153930,ALHYG,Hybrigenics Société Anonyme,France,PA,EUR,Common Stock,FR0004153930,PA,/img/logos/PA/ALHYG.png
952,FR0011179886,ALINS,Intrasense SA,France,PA,EUR,Common Stock,FR0011179886,PA,/img/logos/PA/ALINS.png
953,FR0010908723,ALINT,IntegraGen SA,France,PA,EUR,Common Stock,FR0010908723,PA,/img/logos/PA/ALINT.png
954,FR0013156007,ALKLK,Kerlink SA,France,PA,EUR,Common Stock,FR0013156007,PA,/img/logos/PA/ALKLK.png
955,FR0000075442,ALLDL,Groupe LDLC société anonyme,France,PA,EUR,Common Stock,FR0000075442,PA,/img/logos/PA/ALLDL.png
956,FR0010353888,ALMDG,MGI Digital Technology Société Anonyme,France,PA,EUR,Common Stock,FR0010353888,PA,/img/logos/PA/ALMDG.png
957,FR0011049824,ALMDT,Median Technologies SA,France,PA,EUR,Common Stock,FR0011049824,PA,/img/logos/PA/ALMDT.png
958,FR0011051598,ALMIB,Amoéba S.A,France,PA,EUR,Common Stock,FR0011051598,PA,
959,FR0004032746,ALNEV,Neovacs S.A,France,PA,EUR,Common Stock,FR0004032746,PA,/img/logos/PA/ALNEV.png
960,NL0012044762,ALNOX,NOXXON Pharma N.V,France,PA,EUR,Common Stock,NL0012044762,PA,/img/logos/PA/ALNOX.png
961,FR0011766229,ALONC,Oncodesign Société Anonyme,France,PA,EUR,Common Stock,FR0011766229,PA,/img/logos/PA/ALONC.png
962,FR0011191287,ALPHA,Pharnext SA,France,PA,EUR,Common Stock,FR0011191287,PA,/img/logos/PA/ALPHA.png
963,BE0974302342,ALPHS,Pharmasimple SA,France,PA,EUR,Common Stock,BE0974302342,PA,/img/logos/PA/ALPHS.png
964,FR0011950641,ALPIX,Pixium Vision SA,France,PA,EUR,Common Stock,FR0011950641,PA,/img/logos/PA/ALPIX.png
965,FR0011648971,ALQGC,Quantum Genomics Société Anonyme,France,PA,EUR,Common Stock,FR0011648971,PA,/img/logos/PA/ALQGC.png
966,FR0013467123,ALSAF,Safe Orthopaedics SA,France,PA,EUR,Common Stock,FR0013467123,PA,/img/logos/PA/ALSAF.png
967,FR0011464452,ALSGD,SpineGuard SA,France,PA,EUR,Common Stock,FR0011464452,PA,/img/logos/PA/ALSGD.png
968,FR0011398874,ALSPW,Spineway Société Anonyme,France,PA,EUR,Common Stock,FR0011398874,PA,/img/logos/PA/ALSPW.png
969,FR0000033219,ALTA,Altarea SCA,France,PA,EUR,Common Stock,FR0000033219,PA,/img/logos/PA/ALTA.png
970,FR0004197747,ALTER,Theradiag SA,France,PA,EUR,Common Stock,FR0004197747,PA,/img/logos/PA/ALTER.png
971,FR0013286259,ALTHX,Theranexus Société Anonyme,France,PA,EUR,Common Stock,FR0013286259,PA,/img/logos/PA/ALTHX.png
972,FR0013345493,ALTUV,BIO-UV Group S.A,France,PA,EUR,Common Stock,FR0013345493,PA,/img/logos/PA/ALTUV.png
973,FR0011898584,ALUVI,UV Germi SA,France,PA,EUR,Common Stock,FR0011898584,PA,/img/logos/PA/ALUVI.png
974,FR0013254851,ALVAL,Valbiotis SA,France,PA,EUR,Common Stock,FR0013254851,PA,/img/logos/PA/ALVAL.png
975,FR0011532225,ALVGO,Vogo S.A,France,PA,EUR,Common Stock,FR0011532225,PA,/img/logos/PA/ALVGO.png
976,FR0013481835,ALVMG,Visiomed Group SA,France,PA,EUR,Common Stock,FR0013481835,PA,
977,FR0000121725,AM,Dassault Aviation SA,France,PA,EUR,Common Stock,FR0000121725,PA,/img/logos/PA/AM.png
978,FR0004125920,AMUN,Amundi SA,France,PA,EUR,Common Stock,FR0004125920,PA,/img/logos/PA/AMUN.png
979,FR0010478248,ATA,Atari SA,France,PA,EUR,Common Stock,FR0010478248,PA,/img/logos/PA/ATA.png
980,FR0000071946,ATE,Alten S.A,France,PA,EUR,Common Stock,FR0000071946,PA,/img/logos/PA/ATE.png
981,FR0011882364,AWAT,Lyxor PEA Eau (World Water) UCITS ETF Capi,France,PA,EUR,ETF,FR0011882364,PA,
982,FR0013258399,BALYO,Balyo SA,France,PA,EUR,Common Stock,FR0013258399,PA,/img/logos/PA/BALYO.png
983,FR0000120966,BB,Société BIC SA,France,PA,EUR,Common Stock,FR0000120966,PA,/img/logos/PA/BB.png
984,FR0000035164,BEN,Bénéteau S.A,France,PA,EUR,Common Stock,FR0000035164,PA,/img/logos/PA/BEN.png
985,FR0000074072,BIG,BigBen Interactive,France,PA,EUR,Common Stock,FR0000074072,PA,/img/logos/PA/BIG.png
986,FR0013280286,BIM,bioMérieux S.A,France,PA,EUR,Common Stock,FR0013280286,PA,/img/logos/PA/BIM.png
987,FR0000035370,BLC,Bastide Le Confort Médical SA,France,PA,EUR,Common Stock,FR0000035370,PA,
988,FR0000039299,BOL,Bolloré SE,France,PA,EUR,Common Stock,FR0000039299,PA,/img/logos/PA/BOL.png
989,FR0000063935,BON,Bonduelle SCA,France,PA,EUR,Common Stock,FR0000063935,PA,/img/logos/PA/BON.png
990,FR0006174348,BVI,Bureau Veritas SA,France,PA,EUR,Common Stock,FR0006174348,PA,/img/logos/PA/BVI.png
991,FR0010411884,BX4,Lyxor CAC 40 Daily (-2x) Inverse UCITS ETF Acc,France,PA,EUR,ETF,FR0010411884,PA,
992,FR0010717124,C4S,Amundi ETF Short CAC 40 Daily UCITS ETF,France,PA,EUR,ETF,FR0010717124,PA,
993,FR0013380607,CACC,Lyxor CAC 40 (DR) UCITS ETF Acc,France,PA,EUR,ETF,FR0013380607,PA,
994,FR0010828137,CARM,Carmila S.A,France,PA,EUR,Common Stock,FR0010828137,PA,
995,FR0010193052,CATG,SA Catana Group,France,PA,EUR,Common Stock,FR0010193052,PA,
996,FR0000130403,CDI,Christian Dior SE,France,PA,EUR,Common Stock,FR0000130403,PA,
997,FR0013181864,CGG,CGG,France,PA,EUR,Common Stock,FR0013181864,PA,/img/logos/PA/CGG.png
998,FR0000120222,CNP,CNP Assurances SA,France,PA,EUR,Common Stock,FR0000120222,PA,/img/logos/PA/CNP.png
999,FR0010667147,COFA,COFACE SA,France,PA,EUR,Common Stock,FR0010667147,PA,/img/logos/PA/COFA.png
1000,FR0013018124,COX,Nicox S.A,France,PA,EUR,Common Stock,FR0013018124,PA,/img/logos/PA/COX.png
1001,FR0000130692,CRI,Chargeurs SA,France,PA,EUR,Common Stock,FR0000130692,PA,/img/logos/PA/CRI.png
1002,FR0000053381,DBG,Derichebourg SA,France,PA,EUR,Common Stock,FR0000053381,PA,/img/logos/PA/DBG.png
1003,FR0010417345,DBV,DBV Technologies S.A,France,PA,EUR,Common Stock,FR0010417345,PA,/img/logos/PA/DBV.png
1004,FR0000077919,DEC,JCDecaux SA,France,PA,EUR,Common Stock,FR0000077919,PA,/img/logos/PA/DEC.png
1005,FR0012202497,DGM,Diagnostic Medical Systems S.A,France,PA,EUR,Common Stock,FR0012202497,PA,
1006,FR0013154002,DIM,Sartorius Stedim Biotech S.A,France,PA,EUR,Common Stock,FR0013154002,PA,/img/logos/PA/DIM.png
1007,FR0000073793,DVT,Devoteam SA,France,PA,EUR,Common Stock,FR0000073793,PA,/img/logos/PA/DVT.png
1008,FR0010150458,E40,BNP Paribas Easy CAC 40 UCITS ETF,France,PA,EUR,ETF,FR0010150458,PA,
1009,LU1437018168,ECRP,Amundi Index Solutions - Amundi Index Euro Corporate SRI UCITS ETF DR,France,PA,EUR,ETF,LU1437018168,PA,
1010,FR0010908533,EDEN,Edenred SA,France,PA,EUR,Common Stock,FR0010908533,PA,/img/logos/PA/EDEN.png
1011,FR0010242511,EDF,Electricité de France S.A,France,PA,EUR,Common Stock,FR0010242511,PA,/img/logos/PA/EDF.png
1012,FR0011466069,EKI,EKINOPS S.A,France,PA,EUR,Common Stock,FR0011466069,PA,/img/logos/PA/EKI.png
1013,FR0011950732,ELIOR,Elior Group SA,France,PA,EUR,Common Stock,FR0011950732,PA,/img/logos/PA/ELIOR.png
1014,FR0012435121,ELIS,Elis SA,France,PA,EUR,Common Stock,FR0012435121,PA,
1015,FR0000120503,EN,Bouygues SA,France,PA,EUR,Common Stock,FR0000120503,PA,/img/logos/PA/EN.png
1016,NL0006294274,ENX,Euronext N.V,France,PA,EUR,Common Stock,NL0006294274,PA,/img/logos/PA/ENX.png
1017,FR0011191766,EOSI,EOS imaging SA,France,PA,EUR,Common Stock,FR0011191766,PA,/img/logos/PA/EOSI.png
1018,FR0000131757,ERA,ERAMET S.A,France,PA,EUR,Common Stock,FR0000131757,PA,/img/logos/PA/ERA.png
1019,FR0011471135,ERYP,ERYTECH Pharma S.A,France,PA,EUR,Common Stock,FR0011471135,PA,/img/logos/PA/ERYP.png
1020,FR0012789949,EUCAR,Europcar Mobility Group S.A,France,PA,EUR,Common Stock,FR0012789949,PA,/img/logos/PA/EUCAR.png
1021,FR0011869353,EWLD,Lyxor PEA Monde (MSCI World) UCITS ETF Capi,France,PA,EUR,ETF,FR0011869353,PA,
1022,FR0011271600,FALG,Fermentalg Société Anonyme,France,PA,EUR,Common Stock,FR0011271600,PA,
1023,FR0013451333,FDJ,La Française des Jeux Société anonyme,France,PA,EUR,Common Stock,FR0013451333,PA,/img/logos/PA/FDJ.png
1024,FR0011665280,FGA,Figeac Aero Société Anonyme,France,PA,EUR,Common Stock,FR0011665280,PA,/img/logos/PA/FGA.png
1025,FR0000130452,FGR,Eiffage SA,France,PA,EUR,Common Stock,FR0000130452,PA,/img/logos/PA/FGR.png
1026,FR0000050353,FII,Lisi S.A,France,PA,EUR,Common Stock,FR0000050353,PA,/img/logos/PA/FII.png
1027,FR0011476928,FNAC,Fnac Darty SA,France,PA,EUR,Common Stock,FR0011476928,PA,/img/logos/PA/FNAC.png
1028,FR0013176526,FR,Valeo SE,France,PA,EUR,Common Stock,FR0013176526,PA,/img/logos/PA/FR.png
1029,FR0000079634,GECP,GECI International S.A,France,PA,EUR,Common Stock,FR0000079634,PA,/img/logos/PA/GECP.png
1030,FR0010533075,GET,Getlink SE,France,PA,EUR,Common Stock,FR0010533075,PA,
1031,FR0010040865,GFC,Gecina SA,France,PA,EUR,Common Stock,FR0010040865,PA,/img/logos/PA/GFC.png
1032,FR0000066672,GLO,GL Events SA,France,PA,EUR,Common Stock,FR0000066672,PA,/img/logos/PA/GLO.png
1033,FR0004163111,GNFT,Genfit SA,France,PA,EUR,Common Stock,FR0004163111,PA,/img/logos/PA/GNFT.png
1034,FR0011726835,GTT,Gaztransport & Technigaz SA,France,PA,EUR,Common Stock,FR0011726835,PA,/img/logos/PA/GTT.png
1035,FR0011799907,GV,Genomic Vision Société Anonyme,France,PA,EUR,Common Stock,FR0011799907,PA,/img/logos/PA/GV.png
1036,FR0000121329,HO,Thales S.A,France,PA,EUR,Common Stock,FR0000121329,PA,/img/logos/PA/HO.png
1037,CH0012214059,HOLN,Holcim Ltd,France,PA,EUR,Common Stock,CH0012214059,PA,/img/logos/PA/LHN.png
1038,FR0000035081,ICAD,Icade SA,France,PA,EUR,Common Stock,FR0000035081,PA,/img/logos/PA/ICAD.png
1039,FR0004035913,ILD,iliad S.A,France,PA,EUR,Common Stock,FR0004035913,PA,/img/logos/PA/ILD.png
1040,FR0010259150,IPN,Ipsen S.A,France,PA,EUR,Common Stock,FR0010259150,PA,/img/logos/PA/IPN.png
1041,FR0000073298,IPS,Ipsos SA,France,PA,EUR,Common Stock,FR0000073298,PA,/img/logos/PA/IPS.png
1042,FR0004024222,ITP,Interparfums SA,France,PA,EUR,Common Stock,FR0004024222,PA,/img/logos/PA/ITP.png
1043,FR0013233012,IVA,Inventiva S.A,France,PA,EUR,Common Stock,FR0013233012,PA,/img/logos/PA/IVA.png
1044,FR0000121485,KER,Kering SA,France,PA,EUR,Common Stock,FR0000121485,PA,/img/logos/PA/KER.png
1045,FR0000120685,KN,Natixis S.A,France,PA,EUR,Common Stock,FR0000120685,PA,/img/logos/PA/KN.png
1046,FR0004007813,KOF,Kaufman & Broad S.A,France,PA,EUR,Common Stock,FR0004007813,PA,/img/logos/PA/KOF.png
1047,FR0010386334,KORI,Korian,France,PA,EUR,Common Stock,FR0010386334,PA,
1048,FR0000032278,LAT,Latécoère S.A,France,PA,EUR,Common Stock,FR0000032278,PA,/img/logos/PA/LAT.png
1049,FR0000038242,LBIRD,Lumibird SA,France,PA,EUR,Common Stock,FR0000038242,PA,
1050,FR0004170017,LNA,LNA Santé SA,France,PA,EUR,Common Stock,FR0004170017,PA,/img/logos/PA/LNA.png
1051,FR0010342592,LQQ,Lyxor Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc,France,PA,EUR,ETF,FR0010342592,PA,
1052,FR0010592014,LVC,Lyxor CAC 40 Daily (2x) Leveraged UCITS ETF Acc,France,PA,EUR,ETF,FR0010592014,PA,
1053,FR0013233475,LYS,Lysogene S.A,France,PA,EUR,Common Stock,FR0013233475,PA,/img/logos/PA/LYS.png
1054,FR0000051070,MAU,Etablissements Maurel & Prom S.A,France,PA,EUR,Common Stock,FR0000051070,PA,/img/logos/PA/MAU.png
1055,FR0011742329,MCPHY,McPhy Energy S.A,France,PA,EUR,Common Stock,FR0011742329,PA,/img/logos/PA/MCPHY.png
1056,FR0013153541,MDM,Maisons du Monde S.A,France,PA,EUR,Common Stock,FR0013153541,PA,/img/logos/PA/MDM.png
1057,FR0004065605,MEDCL,MedinCell S.A,France,PA,EUR,Common Stock,FR0004065605,PA,/img/logos/PA/MEDCL.png
1058,FR0010241638,MERY,Mercialys,France,PA,EUR,Common Stock,FR0010241638,PA,
1059,FR0000121204,MF,Wendel,France,PA,EUR,Common Stock,FR0000121204,PA,/img/logos/PA/MF.png
1060,FR0010609263,MKEA,Mauna Kea Technologies SA,France,PA,EUR,Common Stock,FR0010609263,PA,/img/logos/PA/MKEA.png
1061,FR0000121261,ML,Compagnie Générale des Établissements Michelin Société en commandite par actions,France,PA,EUR,Common Stock,FR0000121261,PA,/img/logos/PA/Ml.png
1062,FR0000130213,MMB,Lagardère SCA,France,PA,EUR,Common Stock,FR0000130213,PA,/img/logos/PA/MMB.png
1063,FR0000053225,MMT,Métropole Télévision S.A,France,PA,EUR,Common Stock,FR0000053225,PA,/img/logos/PA/MMT.png
1064,FR0000039620,MRN,Mersen SA,France,PA,EUR,Common Stock,FR0000039620,PA,/img/logos/PA/MRN.png
1065,FR0011341205,NANO,Nanobiotix S.A,France,PA,EUR,Common Stock,FR0011341205,PA,/img/logos/PA/NANO.png
1066,FR0011675362,NEOEN,Neoen S.A,France,PA,EUR,Common Stock,FR0011675362,PA,/img/logos/PA/NEOEN.png
1067,FR0000120859,NK,Imerys S.A,France,PA,EUR,Common Stock,FR0000120859,PA,/img/logos/PA/NK.png
1068,FR0010112524,NXI,Nexity SA,France,PA,EUR,Common Stock,FR0010112524,PA,/img/logos/PA/NXI.png
1069,FR0000075392,ORAP,Orapi SA,France,PA,EUR,Common Stock,FR0000075392,PA,/img/logos/PA/ORAP.png
1070,FR0000184798,ORP,Orpea SA,France,PA,EUR,Common Stock,FR0000184798,PA,/img/logos/PA/ORP.png
1071,FR0012127173,OSE,OSE Immunotherapeutics SA,France,PA,EUR,Common Stock,FR0012127173,PA,/img/logos/PA/OSE.png
1072,FR0013412012,PAASI,Amundi ETF PEA MSCI Emerging Asia UCITS ETF,France,PA,EUR,ETF,FR0013412012,PA,
1073,FR0013412020,PAEEM,Amundi ETF PEA MSCI Emerging Markets UCITS ETF,France,PA,EUR,ETF,FR0013412020,PA,
1074,FR0013412269,PANX,Amundi ETF PEA Nasdaq-100 UCITS ETF,France,PA,EUR,ETF,FR0013412269,PA,
1075,FR0013412038,PCEU,Amundi ETF PEA MSCI Europe UCITS ETF,France,PA,EUR,ETF,FR0013412038,PA,
1076,FR0013412285,PE500,Amundi ETF PEA S&P 500 UCITS ETF EUR,France,PA,EUR,ETF,FR0013412285,PA,
1077,FR0011770775,PEAP,Lyxor PEA PME (DR) UCITS ETF Dist,France,PA,EUR,ETF,FR0011770775,PA,
1078,FR0000064784,PEUG,Peugeot Invest Société anonyme,France,PA,EUR,Common Stock,FR0000064784,PA,
1079,FR0012882389,PHA,Pharmagest Interactive SA,France,PA,EUR,Common Stock,FR0012882389,PA,/img/logos/PA/PHA.png
1080,FR0011440478,PLEM,Lyxor PEA Emergents (MSCI Emerging Markets) UCITS ETF Capi,France,PA,EUR,ETF,FR0011440478,PA,
1081,FR0000124570,POM,Compagnie Plastic Omnium SA,France,PA,EUR,Common Stock,FR0000124570,PA,/img/logos/PA/POM.png
1082,FR0012432516,POXEL,Poxel S.A,France,PA,EUR,Common Stock,FR0012432516,PA,/img/logos/PA/POXEL.png
1083,FR0011869387,PRUS,Lyxor PEA Russie (MSCI Russia IMI Select GDR) UCITS ETF Capi,France,PA,EUR,ETF,FR0011869387,PA,
1084,FR0011871128,PSP5,Lyxor PEA S&P 500 UCITS ETF Capi,France,PA,EUR,ETF,FR0011871128,PA,
1085,FR0000130577,PUB,Publicis Groupe S.A,France,PA,EUR,Common Stock,FR0000130577,PA,/img/logos/PA/PUB.png
1086,FR0011871110,PUST,Lyxor PEA Nasdaq-100 UCITS ETF Capi,France,PA,EUR,ETF,FR0011871110,PA,
1087,FR0013252186,PVL,Plastiques du Val de Loire,France,PA,EUR,Common Stock,FR0013252186,PA,/img/logos/PA/PVL.png
1088,FR0000060618,RAL,Rallye SA,France,PA,EUR,Common Stock,FR0000060618,PA,/img/logos/PA/RAL.png
1089,FR0000039091,RBT,Robertet SA,France,PA,EUR,Common Stock,FR0000039091,PA,/img/logos/PA/RBT.png
1090,FR0000121121,RF,Eurazeo SE,France,PA,EUR,Common Stock,FR0000121121,PA,
1091,FR0000120693,RI,Pernod Ricard SA,France,PA,EUR,Common Stock,FR0000120693,PA,/img/logos/PA/RI.png
1092,FR0000131906,RNO,Renault SA,France,PA,EUR,Common Stock,FR0000131906,PA,/img/logos/PA/RNO.png
1093,FR0000031684,ROTH,Rothschild & Co SCA,France,PA,EUR,Common Stock,FR0000031684,PA,/img/logos/PA/ROTH.png
1094,FR0013269123,RUI,Rubis,France,PA,EUR,Common Stock,FR0013269123,PA,/img/logos/PA/RUI.png
1095,FR0010451203,RXL,Rexel S.A,France,PA,EUR,Common Stock,FR0010451203,PA,/img/logos/PA/RXL.png
1096,FR0013379484,S30,Solutions 30 SE,France,PA,EUR,Common Stock,FR0013379484,PA,/img/logos/PA/S30.png
1097,FR0000120107,SAVE,Savencia SA,France,PA,EUR,Common Stock,FR0000120107,PA,
1098,FR0011950682,SEFER,SergeFerrari Group SA,France,PA,EUR,Common Stock,FR0011950682,PA,/img/logos/PA/SEFER.png
1099,LU0088087324,SESG,SES S.A,France,PA,EUR,Common Stock,LU0088087324,PA,/img/logos/PA/SESG.png
1100,FR0000125007,SGO,Compagnie de Saint-Gobain S.A,France,PA,EUR,Common Stock,FR0000125007,PA,/img/logos/PA/SGO.png
1101,FR0010591362,SHC,Lyxor CAC 40 Daily (-1x) Inverse UCITS ETF Acc,France,PA,EUR,ETF,FR0010591362,PA,
1102,FR0013183985,SIGHT,GenSight Biologics S.A,France,PA,EUR,Common Stock,FR0013183985,PA,/img/logos/PA/SIGHT.png
1103,FR0013214145,SMCP,SMCP S.A,France,PA,EUR,Common Stock,FR0013214145,PA,
1104,FR0013227113,SOI,Soitec S.A,France,PA,EUR,Common Stock,FR0013227113,PA,/img/logos/PA/SOI.png
1105,FR0000050809,SOP,Sopra Steria Group SA,France,PA,EUR,Common Stock,FR0000050809,PA,/img/logos/PA/SOP.png
