,ISIN,Code,Name,Country,Exchange,Currency,Type,ExchangeCode,ETF Underlying Index Ticker,Dvd Freq
219,FR0000121014,MC,LVMH MOET HENNESSY LOUIS VUI,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
220,FR0013181864,CGG,CGG SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
221,FR0000120685,KN,NATIXIS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
222,FR0000120073,AI,AIR LIQUIDE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
223,FR0000121501,UG,PEUGEOT SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
224,FR0000120578,SAN,SANOFI,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
225,FR0000120628,CS,AXA SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
226,FR0004163111,GNFT,GENFIT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
227,FR0013066750,ALDBT,DBT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
228,FR0000073272,SAF,SAFRAN SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
229,FR0011051598,ALMIB,AMOEBA SAS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
230,FR0011005933,ALBIO,BIOSYNEX,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
231,FR0013240934,ALERS,EUROBIO-SCIENTIFIC,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
232,GB00BDSFG982,FTI,TECHNIPFMC PLC,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Annual
233,FR0013451333,FDJ,LA FRANCAISE DES JEUX SAEM,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
234,FR0012816825,ALBPS,BIOPHYTIS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
235,FR0000125486,DG,VINCI SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
236,NL0000226223,STM,STMICROELECTRONICS NV,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Quarter
237,FR0010417345,DBV,DBV TECHNOLOGIES SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
238,FR0013227113,SOI,S.O.I.T.E.C.,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
239,FR0000121485,KER,KERING,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
240,FR0000133308,ORA,ORANGE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
241,FR0000130692,CRI,CHARGEURS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
242,FR0011179886,ALINS,INTRASENSE SAS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
243,FR0012789949,EUCAR,EUROPCAR MOBILITY GROUP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
244,FR0000125585,CO,CASINO GUICHARD PERRACHON,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
245,FR0011799907,GV,GENOMIC VISION,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
246,FR0013183985,SIGHT,GENSIGHT BIOLOGICS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
247,FR0010208488,ENGI,ENGIE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
248,FR0000120321,OR,L'OREAL,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
249,FR0004197747,ALTER,THERADIAG,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,#N/A N/A
250,FR0000120172,CA,CARREFOUR SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
251,FR0013426004,CLA,CLARANOVA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
252,FR0013233475,LYS,LYSOGENE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
253,FR0000120503,EN,BOUYGUES SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
254,FR0000125007,SGO,COMPAGNIE DE SAINT GOBAIN,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
255,FR0000130650,DSY,DASSAULT SYSTEMES SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
256,FR0000051807,TEP,TELEPERFORMANCE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
257,FR0000120222,CNP,CNP ASSURANCES,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
258,FR0000120644,BN,DANONE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
259,FR0010557264,AB,AB SCIENCE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
260,FR0000120404,AC,ACCOR SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
261,FR0000131757,ERA,ERAMET,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
262,FR0012432516,POXEL,POXEL SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
263,FR0013176526,FR,VALEO SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
264,FR0000054470,UBI,UBISOFT ENTERTAINMENT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
265,FR0000052292,RMS,HERMES INTERNATIONAL,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
266,FR0010242511,EDF,EDF,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
267,FR0000124141,VIE,VEOLIA ENVIRONNEMENT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
268,FR0013280286,BIM,BIOMERIEUX,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
269,FR0010331421,IPH,INNATE PHARMA SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
270,FR0013345493,ALTUV,BIO-UV GROUP SAS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
271,FR0010340141,ADP,ADP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
272,FR0013481835,ALVMG,VISIOMED GROUP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
273,FR0000051732,ATO,ATOS SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
274,FR0000125338,CAP,CAPGEMINI SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
275,FR0013154002,DIM,SARTORIUS STEDIM BIOTECH,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
276,FR0000121329,HO,THALES SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
277,FR0013506730,VK,VALLOUREC SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
278,FR0000121667,EL,ESSILORLUXOTTICA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
279,FR0000121972,SU,SCHNEIDER ELECTRIC SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
280,FR0000121964,LI,KLEPIERRE,France,FP,EUR,REIT,PA,#N/A Field Not Applicable,Semi-Anl
281,FR0013269123,RUI,RUBIS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
282,FR0000184798,ORP,ORPEA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
283,FR0000121261,ML,MICHELIN (CGDE),France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
284,NL0012044762,ALNOX,NOXXON PHARMA NV,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
285,FR0011648971,ALQGC,QUANTUM GENOMICS SAS-REGR,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
286,FR0010667147,COFA,COFACE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
287,FR0000054900,TFI,TELEVISION FRANCAISE (T.F.1),France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
288,FR0010259150,IPN,IPSEN,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
289,FR0010112524,NXI,NEXITY,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
290,FR0000127771,VIV,VIVENDI,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
291,FR0011981968,WLN,WORLDLINE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
292,FR0000121147,EO,FAURECIA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
293,FR0012616852,ABNX,ABIONYX PHARMA SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
294,FR0000125346,ING,INGENICO GROUP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
295,FR0011476928,FNAC,FNAC DARTY SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
296,FR0011191287,ALPHA,PHARNEXT SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
297,FR0011726835,GTT,GAZTRANSPORT ET TECHNIGA SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
298,FR0012333284,ABVX,ABIVAX SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
299,FR0000120693,RI,PERNOD RICARD SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
300,FR0010386334,KORI,KORIAN,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
301,FR0011950732,ELIOR,ELIOR GROUP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
302,FR0000130213,MMB,LAGARDERE SCA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
303,FR0013156007,ALKLK,KERLINK SACA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
304,FR0010221234,ETL,EUTELSAT COMMUNICATIONS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
305,FI0009000681,NOKIA,NOKIA OYJ,Finland,FH,EUR,Common Stock,HE,#N/A Field Not Applicable,Irreg
306,FR0013153541,MDM,MAISONS DU MONDE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
307,FR0004035913,ILD,ILIAD SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
308,FR0010220475,ALO,ALSTOM,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
309,FR0011471135,ERYP,ERYTECH PHARMA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,#N/A N/A
310,FR0004153930,ALHYG,HYBRIGENICS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
311,FR0011898584,ALUVI,UV GERMI SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
312,FR0004180537,AKA,AKKA TECHNOLOGIES,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
313,FR0011341205,NANO,NANOBIOTIX,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
314,FR0000120859,NK,IMERYS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
315,FR0010193052,CATG,CATANA GROUP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
316,FR0000075343,ALEMG,EUROMEDIS GROUPE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
317,FR0000121725,AM,DASSAULT AVIATION SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
318,FR0011742329,MCPHY,MCPHY ENERGY SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
319,FR0004056851,VLA,VALNEVA SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
320,FR0000075392,ORAP,ORAPI,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
321,FR0004065605,MEDCL,MEDINCELL SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
322,FR0000064578,COV,COVIVIO,France,FP,EUR,REIT,PA,#N/A Field Not Applicable,Annual
323,FR0011716265,ALCJ,CROSSJECT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
324,FR0000130577,PUB,PUBLICIS GROUPE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
325,FR0000130452,FGR,EIFFAGE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
326,FR0010609263,MKEA,MAUNA KEA TECHNOLOGIES,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
327,FR0013379484,S30,SOLUTIONS 30 SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
328,AN8068571086,SLB,SCHLUMBERGER LTD,USA,US,USD,Common Stock,US,#N/A Field Not Applicable,Quarter
329,FR0010425595,ALCLS,CELLECTIS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
330,LU0088087324,SESG,SES,France,FP,EUR,Receipt,PA,#N/A Field Not Applicable,Annual
331,FR0000121220,SW,SODEXO SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
332,FR0013410370,ALAMG,AUPLATA MINING GR,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
333,FR0010411983,SCR,SCOR SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
334,FR0011675362,NEOEN,NEOEN SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
335,FR0011191766,EOSI,EOS IMAGING SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
336,FR0000124570,POM,PLASTIC OMNIUM,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
337,FR0010908723,ALINT,INTEGRAGEN,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
338,FR0000060618,RAL,RALLYE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
339,FR0010908533,EDEN,EDENRED,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
340,FR0010493510,ALALO,ACHETER-LOUER.FR,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
341,FR0012435121,ELIS,ELIS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
342,FR0012127173,OSE,OSE IMMUNO,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,#N/A N/A
343,FR0010613471,SEV,SUEZ,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
344,FR0000121709,SK,SEB SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
345,FR0011995588,VLTSA,VOLTALIA SA- REGR,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
346,FR0000130403,CDI,CHRISTIAN DIOR SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
347,FR0011184241,ADOC,ADOCIA SAS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
348,FR0013214145,SMCP,SMCP SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
349,FR0005691656,TRI,TRIGANO SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
350,FR0011522168,ALDR,DELTA DRONE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
351,FR0011648716,ALCRB,CARBIOS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
352,FR0004053510,ALGEN,GENOWAY SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
353,FR0000033219,ALTA,ALTAREA,France,FP,EUR,REIT,PA,#N/A Field Not Applicable,Annual
354,FR0013233012,IVA,INVENTIVA SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
355,FR0000044810,ALEUP,EUROPLASMA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,#N/A N/A
356,FR0010241638,MERY,MERCIALYS,France,FP,EUR,REIT,PA,#N/A Field Not Applicable,Semi-Anl
357,FR0013018124,COX,NICOX SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
358,FR0000060402,ABIO,ALBIOMA SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
359,FR0011398874,ALSPW,SPINEWAY,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,#N/A N/A
360,FR0004172450,ALBUD,MINT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
361,FR0010313833,AKE,ARKEMA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
362,FR0011049824,ALMDT,MEDIAN TECHNOLOGIES,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
363,FR0012757854,SPIE,SPIE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
364,FR0004032746,ALNEV,NEOVACS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
365,FR0013258399,BALYO,BALYO SA - PROMESSES,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
366,FR0000050809,SOP,SOPRA STERIA GROUP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
367,FR0000071946,ATE,ALTEN SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
368,FR0010307819,LR,LEGRAND SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
369,FR0000053225,MMT,M6-METROPOLE TELEVISION,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
370,FR0011766229,ALONC,ONCODESIGN,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
371,FR0010533075,GET,GETLINK SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
372,FR0012202497,DGM,DIAGNOSTIC MEDICAL SYSTEMS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
373,FR0010451203,RXL,REXEL SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
374,FR0010291245,VMX,VERIMATRIX SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
375,FR0000044448,NEX,NEXANS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
376,FR0013505062,TCH,TECHNICOLOR - REGR,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
377,FR0004125920,AMUN,AMUNDI SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
378,FR0013341781,2CRSI,2CRSI SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
379,FR0000073041,VAC,PIERRE & VACANCES,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
380,FR0000074072,BIG,BIGBEN INTERACTIVE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
381,BE0974310428,XFAB,X-FAB SILICON FOUNDRIES SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
382,FR0010095596,ALONX,ONXEO,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
383,FR0000051070,MAU,MAUREL ET PROM,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
384,FR0000039620,MRN,MERSEN,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
385,FR0011466069,EKI,EKINOPS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
386,FR0010478248,ATA,ATARI SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
387,FR0000121204,MF,WENDEL,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
388,FR0000031577,VIRP,VIRBAC SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
389,FR0000035081,ICAD,ICADE,France,FP,EUR,REIT,PA,#N/A Field Not Applicable,Semi-Anl
390,FR0004188670,TKTT,TARKETT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
391,FR0004007813,KOF,KAUFMAN & BROAD SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
392,FR0000039299,BOL,BOLLORE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Semi-Anl
393,FR0000130395,RCO,REMY COINTREAU,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
394,FR0013088606,ALDRV,DRONE VOLT SACA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
395,FR0000034639,ALT,ALTRAN TECHNOLOGIES SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
396,FR0004034072,XIL,XILAM ANIMATION,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
397,FR0000121121,RF,EURAZEO SE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
398,FR0000032278,LAT,LATECOERE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
399,FR0004024222,ITP,INTERPARFUMS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
400,FR0000052623,DEDAL,DEDALUS FRANCE SACA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
401,FR0000064784,PEUG,PEUGEOT INVEST,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
402,FR0004040608,ABCA,ABC ARBITRAGE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Quarter
403,FR0013286259,ALTHX,THERANEXUS SADIR,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
404,FR0000039091,RBT,ROBERTET SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
405,FR0000073298,IPS,IPSOS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
406,NL0006294274,ENX,EURONEXT NV,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
407,FR0004180578,SWP,SWORD GROUP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
408,FR0011532225,ALVGO,VOGO SACA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
409,FR0011665280,FGA,FIGEAC-AERO,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,#N/A N/A
410,FR0010040865,GFC,GECINA SA,France,FP,EUR,REIT,PA,#N/A Field Not Applicable,Semi-Anl
411,FR0010907956,ALCAR,CARMAT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
412,FR0011950682,SEFER,SERGE FERRARI GROUP,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
413,FR0000031775,VCT,VICAT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
414,FR0000079634,ALGEC,GECI INTERNATIONAL,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
415,FR0013505583,ALCYB,CYBERGUN SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
416,FR0013258662,ALD,ALD SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
417,FR0010040865,GFC,GECINA SA,France,FP,EUR,REIT,PA,#N/A Field Not Applicable,Semi-Anl
418,FR0013252186,PVL,PLASTIVALOIRE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
419,FR0000035164,BEN,BENETEAU,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
420,FR0000035370,BLC,BASTIDE LE CONFORT MEDICAL,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
421,FR0000053381,DBG,DERICHEBOURG,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
422,FR0011950641,ALPIX,PIXIUM VISION SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
423,FR0010879056,ALDEI,DEINOVE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
424,FR0010828137,CARM,CARMILA,France,FP,EUR,REIT,PA,#N/A Field Not Applicable,Annual
425,FR0000035818,ALESK,ESKER SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
426,FR0011271600,FALG,FERMENTALG,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
427,FR0005175080,TNG,TRANSGENE SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
428,BE0974302342,ALPHS,PHARMASIMPLE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
429,FR0004170017,LNA,LNA SANTE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
430,FR0010377127,ALDIE,DIETSWELL,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
431,FR0012419307,ALFOC,FOCUS HOME INTERACTIVE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
432,FR0000120966,BB,SOCIETE BIC SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
433,FR0000120560,QDT,QUADIENT SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
434,FR0004172450,ALBUD,MINT,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
435,CH0012214059,HOLN,HOLCIM LTD,Switzerland,SW,CHF,Common Stock,SW,#N/A Field Not Applicable,Annual
436,FR0013482791,NACON,NACON SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
437,FR0006174348,BVI,BUREAU VERITAS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
438,FR0011584549,ALMND,MND,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
439,FR0000031684,ROTH,ROTHSCHILD & CO,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
440,FR0000075442,ALLDL,GROUPE LDLC,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
441,FR0000073793,DVT,DEVOTEAM SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
442,FR0012882389,PHA,PHARMAGEST INTERACTIVE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
443,FR0013006558,SRP,SHOWROOMPRIVE,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
444,FR0000050353,FII,LISI,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
445,FR0013254851,ALVAL,VALBIOTIS SAS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
446,FR0010485268,ALFPC,FOUNTAINE PAJOT SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
447,FR0000038242,LBIRD,LUMIBIRD,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
448,FR0000066672,GLO,GL EVENTS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
449,FR0000077919,DEC,JCDECAUX SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Annual
450,FR0011464452,ALSGD,SPINEGUARD SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,#N/A N/A
451,FR0000182479,ALJXR,ARCHOS,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
452,FR0010353888,ALMDG,MGI DIGITAL GRAPHIC TECHNOLO,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
453,FR0013447729,VRLA,VERALLIA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,Irreg
454,GB0005405286,HSBA,HSBC HOLDINGS PLC,United Kingdom,LN,GBp,Common Stock,LSE,#N/A Field Not Applicable,Irreg
455,FR0013467123,ALSAF,SAFE ORTHOPAEDICS SA,France,FP,EUR,Common Stock,PA,#N/A Field Not Applicable,None
